# App version: v2.10
# Flight: 2026-08-10 15:18:19
# Duration: 53s
# Max height gained: 0 m
# Max speed: 4.3 km/h
# Speed (90th percentile): 4.2 km/h
# Max climb rate: 1 m/s
# Max amps: 41 A
# Max power: 0.152 kW
# Total energy: 0.001 Wh
# Efficiency: 0 m/Wh
# Max line out: 34 m
#
timestamp,elapsed_s,state,line_state,line_distance_m,line_speed_ms,gps_dist_m,alt_gain_m,climb_rate_ms,speed_kmh,scaled_amps_A,amps_A,force_kg,voltage_V,power_kW,energy_Wh,temp_C,winch_bat_pct,remote_bat_pct,rssi_dBm,snr_dB,lost_pct
2026-08-10T15:18:20.066Z,1.0,0,READY,34,0,29,0,0,3.2,0.0,0.0,,3.7,0,0,0,0,47,-66,10,0
2026-08-10T15:18:21.062Z,2.0,1,READY,34,0,29,0,0,3.2,0.0,0.0,,3.7,0,0,0,0,47,-66,10,0
2026-08-10T15:18:22.063Z,3.0,1,READY,34,0,29,0,0,3.2,0.0,0.0,,3.7,0,0,0,0,47,-64,11,5
2026-08-10T15:18:23.063Z,4.0,1,READY,34,0,30,-1,-1,0.5,10.0,0.0,,3.7,0,0,0,0,47,-62,10,5
2026-08-10T15:18:24.062Z,5.0,1,READY,34,0,30,-1,0,0.5,10.0,5.0,,3.7,0.018,0,0,0,48,-62,10,5
2026-08-10T15:18:25.061Z,6.0,1,READY,33,-1,30,-1,0,0.5,10.0,10.0,,3.7,0.037,0,0,0,48,-66,10,5
2026-08-10T15:18:26.064Z,7.0,1,READY,33,0,30,-1,0,0.5,10.0,10.0,,3.7,0.037,0,0,0,48,-66,10,5
2026-08-10T15:18:27.062Z,8.0,1,READY,33,0,30,-1,0,0.5,10.0,11.0,1,3.7,0.041,0,0,0,48,-67,11,5
2026-08-10T15:18:28.064Z,9.0,1,READY,34,1,14,-1,0,0.3,10.0,0.0,,3.7,0,0,0,0,48,-70,10,5
2026-08-10T15:18:29.062Z,10.0,1,READY,34,0,10,-1,0,0.4,10.0,12.0,1,3.7,0.044,0,0,0,48,-70,11,5
2026-08-10T15:18:30.061Z,11.0,1,READY,33,-1,10,-1,0,0.5,10.0,9.0,,3.7,0.033,0.0001,0,0,48,-67,9,5
2026-08-10T15:18:31.063Z,12.0,1,READY,33,0,9,-1,0,0.5,10.0,9.0,,3.7,0.033,0.0001,0,0,48,-67,9,5
2026-08-10T15:18:32.061Z,13.0,1,READY,32,-1,10,-1,0,1.0,10.0,8.0,,3.7,0.03,0.0001,0,0,48,-68,10,5
2026-08-10T15:18:33.061Z,14.0,1,READY,32,0,10,-1,0,1.0,10.0,10.0,,3.7,0.037,0.0001,0,0,48,-62,10,5
2026-08-10T15:18:34.062Z,15.0,1,READY,32,0,10,-1,0,1.0,10.0,0.0,,3.7,0,0.0001,0,0,49,-64,10,5
2026-08-10T15:18:35.062Z,16.0,1,READY,32,0,10,-1,0,1.0,10.0,9.0,,3.7,0.033,0.0001,0,0,49,-70,10,5
2026-08-10T15:18:36.062Z,17.0,2,READY,32,0,10,-1,0,0.7,10.0,9.0,,3.7,0.033,0.0001,0,0,49,-70,10,5
